	logFC	logCPM	LR	PValue	FDR	gene
RN7SKP79	-4.07803914696897	0.265847076776337	25.4178180958114	4.61634552199954e-07	0.00034896075113451	RN7SKP79
RN7SL564P	-3.77288986475402	0.575010089865881	25.3678426949911	4.73750014110608e-07	0.00034896075113451	RN7SL564P
RN7SL767P	-2.70510081648407	3.48696049801672	25.2509316107056	5.03352511845362e-07	0.000357524098413591	RN7SL767P
PHLDA3	1.51509745865511	4.58756586155146	24.9621307576609	5.84674933445549e-07	0.000400966037116037	PHLDA3
ELN	2.3220645639837	5.9053695700081	24.5173304177744	7.3644454212166e-07	0.000483768582060649	ELN
FAM171B	-1.87736626387439	7.37092723400774	24.4717757216918	7.54064060935243e-07	0.000483768582060649	FAM171B
GRIN2C	-2.62850588504953	4.2235849591893	24.3734105832067	7.9356471090105e-07	0.000493200467825003	GRIN2C
ST6GALNAC1	2.94061373797401	4.07827377862289	24.3034502054191	8.22915311502149e-07	0.000495943627731962	ST6GALNAC1
IGHV3OR16-13	3.44901733238524	0.0555184947750415	24.1788096705787	8.77929522777376e-07	0.000513537127911661	IGHV3OR16-13
APCDD1L	2.74318469642465	3.68448337301465	24.0869318002448	9.20830950518414e-07	0.000523242455540292	APCDD1L
LINC02347	-3.50470318415445	1.58772884533529	23.9308497740069	9.98586693707744e-07	0.000551663671234989	LINC02347
RN7SL166P	-3.47526280378339	1.44837147441223	23.5535300757897	1.21486335190868e-06	0.000653005468723237	RN7SL166P
BRDTP1	-5.05362236185845	0.274667589091442	23.3671179216289	1.33847064862173e-06	0.000700513269994445	BRDTP1
TUSC3	2.05395228148743	5.23735770890347	23.0816478483962	1.55265625766751e-06	0.000791775068012601	TUSC3
DUSP4	2.19743248296169	5.39416065200795	22.6603076026616	1.93320346680706e-06	0.000943765119627709	DUSP4
MAP2K6	1.574225805808	3.93925288503042	22.6480122893343	1.94561393326308e-06	0.000943765119627709	MAP2K6
CPE	1.64997722246962	7.1706273389686	22.3554122212502	2.26573623035866e-06	0.00107288005117555	CPE
RN7SL322P	-3.66783077327624	0.202646567458179	22.2731280199879	2.36493049205774e-06	0.00109380785176847	RN7SL322P
LAMC1	1.22440010736051	7.81464524149821	22.0775250288768	2.61857724740064e-06	0.00118359691582509	LAMC1
OXGR1	2.90827828496101	1.83129171517911	21.8999939874967	2.87234823266163e-06	0.00126945025891499	OXGR1
RN7SL38P	-4.09744765027799	0.190291530135924	21.6765349609522	3.22714786835848e-06	0.00139525036534595	RN7SL38P
AKAP12	1.5463468173653	6.67362002142473	21.32465272064	3.87713278861721e-06	0.00154173969020156	AKAP12
GPR153	1.41594556216734	2.78103676621236	21.3242960598905	3.87785418745457e-06	0.00154173969020156	GPR153
PLAT	2.03541952454169	5.05445715129758	21.2834614750968	3.96134499743653e-06	0.00154173969020156	PLAT
SELP	1.74753166737206	3.52769085548054	21.2780361982751	3.97257248976005e-06	0.00154173969020156	SELP
CPA4	3.93693204047719	1.16761573119167	21.2740266711385	3.98089063438259e-06	0.00154173969020156	CPA4
CYBRD1	1.41145023875102	7.69512919234816	21.2500030288328	4.03109733962596e-06	0.00154173969020156	CYBRD1
CAMP	3.48253494141028	1.13722470755604	21.1731633878019	4.19599006173554e-06	0.00157452547826031	CAMP
RN7SL118P	-3.25020468722788	0.87702894702164	21.0718398459379	4.42381746358646e-06	0.00162927558732977	RN7SL118P
RN7SL300P	-3.47661466526768	0.316885261851173	20.9015646637315	4.83499499592661e-06	0.00174833419052706	RN7SL300P
CACNB2	-1.76912727941459	4.4882954579765	20.4308196279079	6.18260737667251e-06	0.00219570884834398	CACNB2
AL359854.1	-4.29610285184515	0.907647661998455	20.3537522295045	6.43667473977026e-06	0.00219630145623598	AL359854.1
TMTC1	1.38506817555207	5.95400836399499	20.3483028633895	6.45503139486304e-06	0.00219630145623598	TMTC1
FDCSP	3.69063425519038	9.21826164498615	20.3304390327118	6.51557652443298e-06	0.00219630145623598	FDCSP
FOXI1	3.04878077081795	2.30153313266938	20.2201813672088	6.9020932184183e-06	0.00227218787271619	FOXI1
FBLN2	1.74265807552319	7.08888045427027	20.201671720097	6.96920053477913e-06	0.00227218787271619	FBLN2
ETV5	2.26258601038507	4.74003292700792	20.1394894942307	7.19947753230634e-06	0.00227561994056054	ETV5
GATD3A	-8.91849934408805	-0.250278849852079	20.13707517894	7.20857080929778e-06	0.00227561994056054	GATD3A
ADM	1.71615160252733	4.39842487583567	19.9083419050435	8.12450474620164e-06	0.00252468984988216	ADM
COMP	3.65894893434323	0.820395711515796	19.6563702941123	9.26937702577586e-06	0.00283614415828662	COMP
COL8A1	2.15807934194626	4.28174784920531	19.6137289604404	9.47856519480916e-06	0.00285620764536916	COL8A1
PLA2G4A	1.50214749894078	3.97366605841418	19.5284549258131	9.9112256929237e-06	0.0029420068146398	PLA2G4A
IGFBP7	1.59087851112684	7.25812993006992	19.4587397183996	1.02796388535253e-05	0.00298105274503394	IGFBP7
STOM	1.38688274599277	6.86090540978932	19.4470861940418	1.03425502517771e-05	0.00298105274503394	STOM
RN7SL296P	-2.98400679776587	1.93814877376137	19.4017926853259	1.05907599019185e-05	0.00300898618470507	RN7SL296P
RN7SL87P	-3.6076884714531	0.664111694509523	19.3508899643168	1.08768541608106e-05	0.00304674472605918	RN7SL87P
ACSS3	-1.8678995562448	6.20612835649052	19.2298774766732	1.15885425289856e-05	0.00317076400388822	ACSS3
BARX1	2.67026603721694	1.58147692519351	19.2216712622684	1.16384640126629e-05	0.00317076400388822	BARX1
RN7SL836P	-3.26708264815356	0.764112342029274	19.1557086813371	1.20476642279149e-05	0.00323789116438882	RN7SL836P
KIAA1958	-1.53195697607758	4.45351506575051	19.1157405226513	1.23026054075802e-05	0.00326232288461274	KIAA1958
ZFY-AS1	-4.82548374116176	1.42906770366292	18.7814743818272	1.46584079345591e-05	0.00383587390792778	ZFY-AS1
SCGB2A2	6.33852069494477	3.70020808361788	18.5459633419316	1.65856094222265e-05	0.00428382597648364	SCGB2A2
ALDH4A1	1.463662419691	2.39581293524551	18.4601491991167	1.73494395566061e-05	0.00442366222951002	ALDH4A1
ASCL3	3.35463142773826	0.934465471062262	18.4280489100905	1.76441600069803e-05	0.00444186144580791	ASCL3
ENSG00000267194	1.53925903729314	2.51010389591599	18.3848778922209	1.80484694243835e-05	0.00448684949890173	ENSG00000267194
FOXP2	-1.31474163078434	4.74198159852452	18.2743801495285	1.91262243563466e-05	0.00464283560147133	FOXP2
ABCC6	-2.5439797052184	5.07867756667603	18.2727274312799	1.9142825790459e-05	0.00464283560147133	ABCC6
ADRB1	-2.55910196123863	4.11586206795773	18.1242898478262	2.06944681652561e-05	0.00493803563606412	ADRB1
SPARC	1.81141205102995	8.44914799762938	18.109434546664	2.08565463309225e-05	0.00493803563606412	SPARC
ABCC1	-2.32474392381148	6.13527898850434	18.0238968771533	2.18149289531488e-05	0.00509237986353799	ABCC1
RN7SL8P	-3.56667148949295	0.0460022626958848	17.9845002409152	2.22711004390793e-05	0.00509237986353799	RN7SL8P
SFRP2	2.80976534044027	5.66375667865925	17.9840301234774	2.22766013740851e-05	0.00509237986353799	SFRP2
TLL2	-2.58256173122591	1.56490193677089	17.9202546307675	2.3035647522915e-05	0.00520605634017878	TLL2
KCNJ15	-1.70542188877678	5.60631090227411	17.879275615933	2.35370330802218e-05	0.00525629618786452	KCNJ15
AC005046.1	3.31674635246731	0.0490690508713557	17.8554832352216	2.38331534361019e-05	0.00525629618786452	AC005046.1
PXDN	1.29007937095727	5.35006944695291	17.8041295539221	2.44851246928893e-05	0.00525629618786452	PXDN
CHRDL1	2.03238828159411	6.24836264999863	17.7918559064992	2.46435826109047e-05	0.00525629618786452	CHRDL1
OLFML3	1.58993909500987	4.63951775312901	17.7816266926963	2.47764330089303e-05	0.00525629618786452	OLFML3
TNFRSF21	1.60363768970355	5.08262643944219	17.7764669732735	2.48437168975897e-05	0.00525629618786452	TNFRSF21
RN7SL471P	3.39110046730719	1.17890679452312	17.5662988284589	2.77462286291394e-05	0.0058085999471192	RN7SL471P
TCIM	-1.92523753595595	7.25499512687155	17.3300205641606	3.14184025890723e-05	0.00634824715751685	TCIM
CALCB	-2.86036801919025	0.698149409685477	17.3129064397744	3.17026299881955e-05	0.00634824715751685	CALCB
MYBPC1	3.65051049610759	5.02203815259431	17.3025623898129	3.18756731069082e-05	0.00634824715751685	MYBPC1
LTBP2	1.609238572088	6.92321508383413	17.2923836587235	3.20468772856539e-05	0.00634824715751685	LTBP2
TMEM241	-1.1826505761062	4.34234081082214	17.2840028128586	3.21885349284257e-05	0.00634824715751685	TMEM241
LSAMP	1.93526101811908	2.80490643397279	17.2810150595364	3.22391875959977e-05	0.00634824715751685	LSAMP
EDA2R	2.20685066542443	3.434147676858	17.2453576130236	3.28499228914434e-05	0.00640261294046334	EDA2R
TMEM176A	1.51701955237053	3.01621744239666	17.227556955819	3.31591478714664e-05	0.00640261294046334	TMEM176A
BNC1	2.4675498579438	0.363741470324795	17.0768339946819	3.5897526508047e-05	0.00686471160761575	BNC1
NRG2	2.37452555475992	3.70969824622314	17.0509656914285	3.63898646758557e-05	0.00689258693974684	NRG2
NTRK2	2.52163038326855	7.18089200084265	16.8986828990554	3.94289321926846e-05	0.00739776040988785	NTRK2
MXRA7	1.03284004302688	5.15640609095065	16.810128475962	4.13122168526455e-05	0.00767866699780761	MXRA7
NGFR	2.7942370510982	5.0933640453032	16.7622955824912	4.23668281809729e-05	0.00780177295243693	NGFR
AMACR	-2.55153415143191	3.59466637337362	16.6937930525166	4.39244765197625e-05	0.00801440356903703	AMACR
ECM2	1.60124549251852	5.19033209087758	16.5715225850959	4.68492453972379e-05	0.00847034356782061	ECM2
CDCA4P4	-2.69084312601513	1.57579236756394	16.3567969949196	5.24676552564484e-05	0.00932179488860773	CDCA4P4
SERPINB2	2.7336292593243	1.10024238863442	16.3398526325744	5.29388565909488e-05	0.00932179488860773	SERPINB2
RN7SL597P	-3.0878120116222	0.422882477303388	16.3389261346075	5.29647436852712e-05	0.00932179488860773	RN7SL597P
LCN1	16.5267522919429	2.29799452542944	16.3175021359028	5.3566910697721e-05	0.00934328861932916	LCN1
PTPN13	1.28075445978486	5.69575024083982	16.3013146022987	5.40264577243993e-05	0.00934328861932916	PTPN13
AL162464.2	-4.95995083509697	0.507258681914152	16.2687659803207	5.49625143485584e-05	0.00935243043278068	AL162464.2
RN7SL827P	-3.06319831584565	0.841262373542046	16.2667911786036	5.50198290745847e-05	0.00935243043278068	RN7SL827P
CACNA2D3-AS1	-3.78375098340337	0.0177500307983435	16.2433343579138	5.57052315686881e-05	0.00938869191049211	CACNA2D3-AS1
PAPSS2	1.38003747250132	4.14319020662707	16.2114082001224	5.6651924132924e-05	0.00946801232903859	PAPSS2
ACPP	-1.63070511792542	3.83552464009027	16.1236778122123	5.93375175964452e-05	0.00980099345127378	ACPP
SOD3	1.84124542709349	2.83540568725014	16.1097418260829	5.97757570821972e-05	0.00980099345127378	SOD3
OPRPN	5.49469551269201	2.25947212620246	16.0987802507112	6.01227474384253e-05	0.00980099345127378	OPRPN
SSPN	1.18585933580933	5.06387755560346	16.044415494041	6.18738437753916e-05	0.0100044471951625	SSPN
IGFBP2	1.8798515978964	3.85654247603641	15.9227744994962	6.59799987661198e-05	0.0105823404472628	IGFBP2
IRAK3	1.3340538139599	5.13091105067514	15.8627701967909	6.8105392974775e-05	0.0108338994531336	IRAK3
RN7SL507P	-2.73630737302365	1.30479968893829	15.8241702848701	6.95088950049752e-05	0.0108338994531336	RN7SL507P
SLC9B2	1.53291266318976	2.66604972104327	15.8158538623604	6.98150713175488e-05	0.0108338994531336	SLC9B2
AL356805.1	-2.56270834612953	0.320069557656815	15.8147274317324	6.98566460253234e-05	0.0108338994531336	AL356805.1
GPC3	1.49115976532342	4.78410126101952	15.8035059254992	7.02721756563872e-05	0.0108338994531336	GPC3
RGS11	2.0026067533345	2.65684514207536	15.756682439593	7.20330420070911e-05	0.0110199472264387	RGS11
FAM221A	-1.26729665614805	4.08111782571771	15.712527514477	7.3734202491176e-05	0.0111056218947794	FAM221A
FKBP10	1.57257605979833	4.61940078325628	15.7059314172188	7.39917777014078e-05	0.0111056218947794	FKBP10
ROPN1B	1.96464808171173	2.09124564782024	15.6988760807542	7.42682880131565e-05	0.0111056218947794	ROPN1B
ABCC6P1	-4.35390119808405	0.666690080848752	15.6617423512671	7.57408464899457e-05	0.0112412981715824	ABCC6P1
AC092851.1	-3.23820570156147	0.496231234833132	15.6396980822192	7.66288821324375e-05	0.0112888533914809	AC092851.1
DPYSL2	1.02628527250723	7.06629490037398	15.6188550570054	7.74781590827488e-05	0.0113300413811596	DPYSL2
FBLN1	1.68524278938074	5.59139583079292	15.438566177148	8.52310280276133e-05	0.0122402211839772	FBLN1
ITIH5	1.58852921107098	6.26516015932881	15.4318464139	8.55346237104597e-05	0.0122402211839772	ITIH5
RN7SL752P	-3.15172913423613	1.06027322545744	15.4315374333066	8.55486094415142e-05	0.0122402211839772	RN7SL752P
ITGB3	1.86511226865929	2.13217681414943	15.3722716715097	8.82742199705461e-05	0.0125399834769587	ITGB3
NID1	1.13346944965092	5.4346676298743	15.3483809837493	8.93975024007546e-05	0.0126094860123845	NID1
SLC26A2	2.0721705968102	6.65688556147048	15.3128208851503	9.10961460420176e-05	0.0127585926231243	SLC26A2
LGALS1	1.24178088116744	6.63914804289944	15.2815677995689	9.26158485573073e-05	0.0128807272455086	LGALS1
TRIM22	1.37919074176767	7.26938803802103	15.231238948442	9.51169321687007e-05	0.0131367051872994	TRIM22
SNORA20	-3.16030876864011	1.61366320572614	15.2054887196757	9.64227569028409e-05	0.0132252123398876	SNORA20
KCNH2	-2.03099517131686	1.71344086579873	15.1914427360807	9.71426341885253e-05	0.0132326897858999	KCNH2
SERPINA5	2.65063025555892	4.07280999165467	15.1778243787715	9.78457588184535e-05	0.0132377989889891	SERPINA5
SNX22	2.19182651793708	4.04911209808776	15.1456200224089	9.95289352837305e-05	0.0133745369251543	SNX22
LUM	2.10441485221783	6.59191502114431	15.1187599932489	0.000100955055317836	0.0134751284574572	LUM
LAMB2	0.966416057543529	8.05858650192295	15.0638645658353	0.000103933993759679	0.0137802617859499	LAMB2
SLC12A2	1.40996171553321	9.87064690321415	15.0495805588531	0.000104723526585827	0.0137929900446286	SLC12A2
AARD	2.58981369350999	1.96683222073562	15.0286701144964	0.000105890228022013	0.0138549003611961	AARD
NXPE1	-2.13333076403769	2.16660939668638	14.9975941851565	0.000107648327001968	0.0139188805524678	NXPE1
AL358335.1	-3.43500908270502	0.502245157495002	14.9927784697827	0.000107923389716671	0.0139188805524678	AL358335.1
KBTBD12	-2.5158077752527	2.47259894979095	14.9830919578035	0.000108478805592946	0.0139188805524678	KBTBD12
F2R	1.61354553655171	4.39856602861765	14.9649315131874	0.000109527874064704	0.0139633997397361	F2R
VIT	1.92938136790774	3.54072175408365	14.9507492532241	0.000110354232252097	0.013968644556805	VIT
MDK	1.55286359403821	4.10571912928911	14.9401868802788	0.000110973744970595	0.013968644556805	MDK
SERPINF1	1.33953146611301	6.12999495625884	14.9070522034171	0.000112939994410234	0.0141267333888725	SERPINF1
ALDH1A2	1.84749788236524	4.14656337502746	14.8642412068257	0.000115532465701533	0.0142758921831891	ALDH1A2
CST3	1.75808432292511	9.15648672835719	14.8636592970133	0.00011556811351033	0.0142758921831891	CST3
GJB5	2.49521509156597	0.569842336661258	14.8292580201044	0.000117695330556446	0.0144235656394546	GJB5
MFAP4	1.40564883886127	4.46092553200299	14.8209640909758	0.000118214058690221	0.0144235656394546	MFAP4
SNORA80D	-2.7701665926733	0.143879039541787	14.7905640596984	0.000120135126379103	0.0145685816672414	SNORA80D
AC051619.7	-3.22415471477633	0.919481554112472	14.5997432188859	0.00013293265638301	0.0160228161826988	AC051619.7
ITGB1	0.972888319856459	8.4301743124536	14.5093438717575	0.000139466062625449	0.0166436488776682	ITGB1
IER5	1.531625866878	4.87678972813539	14.5054166759736	0.000139757107932954	0.0166436488776682	IER5
RN7SKP230	-2.91066826753935	0.442849504961369	14.4410247889207	0.000144617376789239	0.0171199427951452	RN7SKP230
CRABP2	2.5632481673859	3.76134371907863	14.4098885862652	0.000147028213873958	0.0173023498078419	CRABP2
ADGRA2	1.22335647589806	5.044335580251	14.3839203662896	0.00014906982544764	0.0174394158147216	ADGRA2
INHBA-AS1	-3.04286206986087	0.435224128505175	14.3572443602707	0.000151196813701147	0.0175488371852036	INHBA-AS1
MIR34AHG	1.60036806740334	4.19999327778371	14.3495352248903	0.00015181716803009	0.0175488371852036	MIR34AHG
PALM	1.28191298226403	3.48526689481337	14.339207063848	0.000152652294501218	0.0175488371852036	PALM
MEGF10	1.81806095336393	4.25738009138752	14.3145314934849	0.000154666318589772	0.0176781824374333	MEGF10
EGFLAM	1.5332226704414	3.76084408556626	14.2890628067879	0.000156773145737531	0.0178165961281601	EGFLAM
JAG1	1.1032726079909	6.24046217702225	14.2406258130007	0.000160860049419629	0.0181088469347231	JAG1
CFTR	2.34374863383458	7.47003063799065	14.2370518250982	0.000161165823986625	0.0181088469347231	CFTR
CHST3	1.73483380661815	5.56273022675913	14.2061665007563	0.000163832741953848	0.0182049250935905	CHST3
LOXL3	1.47089981596326	2.61059683487286	14.2059493543823	0.000163851648821032	0.0182049250935905	LOXL3
SAA1	2.41726654407714	5.97580373176899	14.1891834272734	0.000165318107347863	0.0182658139940794	SAA1
GDF10	1.65727690414191	2.29263752854543	14.1343499622792	0.000170207154210141	0.0186727579035946	GDF10
IGFBP6	1.86795576616787	4.0840717904572	14.1269388526553	0.000170879019431528	0.0186727579035946	IGFBP6
FSCN1	1.27478459247583	4.25714636619065	14.0449889810254	0.000178488797848135	0.019251026608067	FSCN1
COL12A1	1.62115903746431	6.12453764496361	14.042547561274	0.000178720668183816	0.019251026608067	COL12A1
PMP22	1.10085998643671	5.11223519377435	14.0388248123596	0.000179074815089119	0.019251026608067	PMP22
RN7SL33P	-3.05613443732718	0.181847893290738	13.9843600513798	0.000184337638793486	0.0197102524748648	RN7SL33P
AL450384.2	-1.53719553186975	1.99079619369904	13.9698995075337	0.000185760922971243	0.0197562205136475	AL450384.2
AJ009632.2	-3.77888179714204	1.28868980955358	13.9422254715516	0.000188515688657817	0.0198278639846276	AJ009632.2
CES1	3.29479009152693	3.34556705637519	13.9417448290967	0.000188563895233125	0.0198278639846276	CES1
DNASE1L3	2.48229965032795	2.75158297219773	13.9331751274642	0.00018942549060133	0.0198278639846276	DNASE1L3
NLRP6	3.16349127322403	0.384335041235498	13.8908137977468	0.000193743097998186	0.0200894131655501	NLRP6
RN7SL107P	-4.36547567187118	-0.302527394664279	13.8888615007361	0.000193944455339181	0.0200894131655501	RN7SL107P
GALNT7	1.3227294622812	5.53638473007779	13.7561459367068	0.000208138706242312	0.0214001702324483	GALNT7
CRLF1	2.46612896953318	2.50982535700894	13.7506312604533	0.000208750654922314	0.0214001702324483	CRLF1
PI3	4.5919052888595	1.73851473114763	13.7314089069241	0.000210897914167839	0.0215094241895897	PI3
IL17RD	2.3142314307367	5.87717873259902	13.7034414548208	0.000214061865165053	0.0217207264000131	IL17RD
FIBIN	1.99766944967612	2.80955252239654	13.690015262525	0.00021559771474046	0.0217655195469963	FIBIN
RPL12P20	-1.96793787906486	1.46016296333776	13.6698398660888	0.0002179265236676	0.0218895085995011	RPL12P20
LMCD1-AS1	-2.04791313218686	1.46553554696734	13.6498699018977	0.000220256580996426	0.0220123762957634	LMCD1-AS1
MFSD2A	2.56320523648369	1.85342442814829	13.6268778908579	0.000222970352307675	0.0221172950646505	MFSD2A
TEC	-1.35219750718426	3.89099477548837	13.6203953133554	0.000223741568926193	0.0221172950646505	TEC
LINC00475	3.10212398782924	-0.0731714232004284	13.6128493581616	0.000224642679156245	0.0221172950646505	LINC00475
ISYNA1	1.7617567819041	3.87992469878266	13.6001291096587	0.000226169970448549	0.022157972277245	ISYNA1
MMP28	2.10048269447803	1.82102609252676	13.574481950107	0.000229281258513912	0.0223526748496308	MMP28
ALAS1	-1.38316528116001	5.82129179925001	13.5430154032458	0.00023315748989973	0.0226196885811016	ALAS1
PYGL	1.20035221166363	5.09275416441347	13.5128385904639	0.000236936870086012	0.0228747595741292	PYGL
RN7SL454P	-3.53688880451962	1.67709545208698	13.4581461148934	0.000243944683802025	0.0234375452727279	RN7SL454P
TMEM52B	-2.63484945295524	1.23455377593179	13.4215057277065	0.00024875594858734	0.0237848956995433	TMEM52B
SLC26A4	2.5146727092908	1.66081303545542	13.4076520869871	0.000250599892376858	0.023846558179861	SLC26A4
DSG3	3.56977576124628	2.41511145050948	13.3712162957425	0.000255515593494754	0.0241985434448746	DSG3
GPM6B	1.20628836405415	5.7297785333136	13.3445812900349	0.000259170419123992	0.0244283473722177	GPM6B
DCN	1.39266426746817	9.09182493892206	13.3344643769989	0.000260572418746339	0.0244446427548453	DCN
SRPX2	2.09570375339833	3.59480236305319	13.2470875415448	0.000273003708841569	0.0254905998189725	SRPX2
GPNMB	1.63766720511181	6.34542659363581	13.2314723207157	0.000275287488461521	0.0255837269650595	GPNMB
RNF150	-1.6136321425817	7.51702510045303	13.2141045804282	0.000277850210016614	0.0257017905898159	RNF150
OLFM4	4.92416743045232	7.63687449394243	13.1942952865368	0.000280802571326596	0.0258546367525155	OLFM4
AMTN	2.87292398528149	1.02012042286696	13.1665850124724	0.000284985628283947	0.0261188671673324	AMTN
SPARCL1	1.3632027127165	8.76520673959819	13.1500224732167	0.000287515794954426	0.0262298813305213	SPARCL1
DOK1	1.4492743359572	2.91208419217624	13.1413802767507	0.000288844993724892	0.0262308184255738	DOK1
TNFRSF10A	1.39058724381707	3.66901973120354	13.1059442068417	0.00029436027532626	0.0266101688894939	TNFRSF10A
LAMA2	1.36479206302028	7.47238063131555	13.0455044503457	0.000304013263532041	0.02735844246663	LAMA2
CSN3	3.36702692368632	2.05928465832237	13.0199470985871	0.000308190521577757	0.0276094283474704	CSN3
ETV5-AS1	2.465297882693	0.18740536737816	13.0101859104987	0.000309801183063544	0.0276292642545639	ETV5-AS1
GNG2	1.14456091996653	4.67323217934878	13.0008614725507	0.000311347703561994	0.0276432282519684	GNG2
FAM180B	2.30534529510367	0.41409780099891	12.956657550969	0.000318785817269747	0.0281778325949366	FAM180B
AFF2	-3.07512769983309	2.67369611886596	12.9312802309939	0.000323136709992365	0.0283314858045811	AFF2
COL4A2-AS1	2.63523521407024	-0.123180423412111	12.9299104396144	0.000323373254104984	0.0283314858045811	COL4A2-AS1
KRT6B	4.35746437458769	3.59001438474463	12.9207866296064	0.000324953271384288	0.028345046760047	KRT6B
ETV4	1.81087532189203	2.08095296637175	12.9083327444745	0.000327122548018601	0.0284096647816329	ETV4
SVEP1	1.30986684928812	7.05854528730006	12.8958626361607	0.000329309282423026	0.0284752304731701	SVEP1
THRB	-1.06085577919852	4.9610570432844	12.8348759178861	0.000340218020299843	0.029167160795177	THRB
RN7SL105P	-2.05867340712894	1.09254892221604	12.8347306542844	0.00034024443405476	0.029167160795177	RN7SL105P
TACC1	1.02324685247468	7.37351964654912	12.820389866979	0.000342862272264555	0.0292654286300321	TACC1
RGS3	0.919182705544635	4.94044558787626	12.8074372193735	0.000345244167418487	0.029311367952578	RGS3
SHC3	1.7209948030615	4.56591111616757	12.7968662114056	0.000347200459295812	0.029311367952578	SHC3
AC097478.1	2.70441123788532	2.25048469482974	12.7935205252904	0.000347821944730913	0.029311367952578	AC097478.1
HIST1H4C	-1.31928789969329	5.38725671384999	12.7411232176124	0.000357702810741947	0.0299232562545231	HIST1H4C
CLDN11	1.77759441560418	3.65960107187871	12.7390890408236	0.000358092064992784	0.0299232562545231	CLDN11
TNNI2	2.90252736861384	3.1589654491042	12.7296655403919	0.000359900900366594	0.0299485736673256	TNNI2
AC068580.1	1.84417267694417	0.826213056479331	12.7060167642497	0.000364480957501613	0.0302033220116337	AC068580.1
SPECC1	1.09198459035543	5.49476731910595	12.6949276843289	0.00036664878038707	0.0302568918852201	SPECC1
PBX4	2.03423749924224	0.628469398525787	12.678024145675	0.000369978329883205	0.0303348666148	PBX4
ACKR4	-2.86324722708635	2.20049414805302	12.6746618686385	0.000370644237097567	0.0303348666148	ACKR4
PLS3	1.2378803319235	7.0386603291957	12.6602406328471	0.00037351413826382	0.0304444638597986	PLS3
SLIT3	1.49100068935874	6.27286890926291	12.6304225918366	0.000379519372135189	0.0308076786654067	SLIT3
HDGFL3	1.0692369650401	5.28637478174143	12.6179763945632	0.000382054708336012	0.0308847952103346	HDGFL3
SLC2A13	-1.12838008712743	5.28206293883921	12.6105518580002	0.000383575242203975	0.0308847952103346	SLC2A13
NRP1	1.20182118447561	7.16096916211788	12.6026202873437	0.000385206360533754	0.0308910649124811	NRP1
