	logFC	logCPM	LR	PValue	FDR
AL512361.1	-3.53803089963835	0.755247672548853	33.1178395260185	8.67392337692445e-09	8.93276820931064e-06
SFRP2	3.14750738091616	5.66375667865925	33.0497470652641	8.98307342046525e-09	8.93276820931064e-06
RN7SL507P	-3.20836081134798	1.30479968893829	32.6473436659745	1.10490317167397e-08	1.046395918012e-05
AL359649.1	-3.92319566406571	0.148495042241631	31.6277708881051	1.86739932179664e-08	1.68812898690416e-05
DDR2	1.20862905853999	6.61489285406461	31.1449439910186	2.39462262891914e-08	2.02159145397994e-05
RN7SKP79	-3.54855947935628	0.265847076776337	31.1088455749136	2.43957134430403e-08	2.02159145397994e-05
CAVIN1	1.14887243927674	7.71638919361134	30.7399933992921	2.95021306345151e-08	2.26451921527355e-05
COMP	3.5305059034054	0.820395711515796	30.6695524043064	3.05928169488164e-08	2.26451921527355e-05
RN7SL752P	-3.63885341073941	1.06027322545744	30.6600397653977	3.07431711647153e-08	2.26451921527355e-05
RN7SL300P	-3.30923392048952	0.316885261851173	30.5021544086115	3.33495949571274e-08	2.36877408752625e-05
MDFI	2.38948967727701	3.04020865466287	30.1504614511095	3.99792050812681e-08	2.7417463126078e-05
RN7SL118P	-3.0096692402362	0.87702894702164	29.6496728452795	5.1761364938913e-08	3.43143341968367e-05
AC097478.1	3.6212922907103	2.25048469482974	29.5619219310993	5.41585050665889e-08	3.47453015730426e-05
LCN1	13.1640716164405	2.29799452542944	29.4594575666377	5.70987212002602e-08	3.54868552259617e-05
IGHV3OR16-13	2.78547596856926	0.0555184947750415	29.1034090537296	6.86161391233012e-08	4.13526598449762e-05
RN7SL597P	-3.31398982822814	0.422882477303388	28.9059635731524	7.59786289183868e-08	4.28917253924677e-05
RN7SL322P	-3.37706076726022	0.202646567458179	28.869272428296	7.74315949121452e-08	4.28917253924677e-05
RN7SL296P	-2.81190292293771	1.93814877376137	28.8426680598516	7.85025081592865e-08	4.28917253924677e-05
GPR153	1.26646491147268	2.78103676621236	28.8110015351851	7.97965526710229e-08	4.28917253924677e-05
RN7SL836P	-3.12518121254332	0.764112342029274	28.5693393772279	9.04023747242551e-08	4.73137481188417e-05
RN7SL8P	-3.63201183732043	0.0460022626958848	28.4702282812595	9.51504169888589e-08	4.82299938442983e-05
HIST1H4C	-1.49089615320913	5.38725671384999	28.4328912497056	9.70032056401817e-08	4.82299938442983e-05
OPRPN	5.19716212067256	2.25947212620246	28.3691517037475	1.00250101348755e-07	4.86286345274158e-05
RN7SL2	-2.2176132726563	12.9820504674461	28.2293714942211	1.07756931470731e-07	5.10254726926164e-05
BARX1	2.61200008867794	1.58147692519351	28.0201711969271	1.20057470972115e-07	5.55279763417077e-05
PLAT	1.88364872196382	5.05445715129758	27.8838929800129	1.28817660765153e-07	5.7566786642454e-05
PHLDA3	1.25253753520499	4.58756586155146	27.8624281130882	1.30254696244491e-07	5.7566786642454e-05
RN7SL381P	-2.4869912575535	2.85970479771802	27.7904978823029	1.35188456360331e-07	5.84484352194404e-05
BNC1	2.49281817012141	0.363741470324795	27.6346131377851	1.46533043945179e-07	6.20053016591854e-05
RN7SL166P	-3.05141054622688	1.44837147441223	27.3651282223637	1.68441502945219e-07	6.97909293869692e-05
ADGRA2	1.30168759456414	5.044335580251	26.5264970082957	2.59948065409083e-07	0.000105507084180732
GPM6B	1.34027889530452	5.7297785333136	26.3994589626247	2.77618233984621e-07	0.000110425428749723
SCGB2A2	5.65041801489655	3.70020808361788	26.2615440721198	2.98167146968458e-07	0.000116273494488406
ALDH4A1	1.36976896632151	2.39581293524551	26.1825242334673	3.1062092646125e-07	0.000118800557412718
PRSS12	1.55192409379022	4.06119560776402	26.0895038316303	3.25951117753266e-07	0.00012031157368972
EDA2R	2.13425698935834	3.434147676858	26.0852465802663	3.26670604346586e-07	0.00012031157368972
MFAP4	1.40691655640264	4.46092553200299	25.8308907370174	3.72676034670412e-07	0.000134759654136821
RN7SL128P	-2.46979698832422	5.12088376505994	25.6223270335599	4.15207303505216e-07	0.000147457908073424
IGFBP7	1.4655579039579	7.25812993006992	25.5715137221589	4.26286434946934e-07	0.000148736572249555
GRIN2C	-2.03357425885061	4.2235849591893	25.4042762019995	4.64886475617641e-07	0.000159407969432476
NID1	1.14205435548056	5.4346676298743	25.2816230239918	4.95406329368021e-07	0.00016550907713162
TUSC3	1.758272818101	5.23735770890347	25.2664323325163	4.99323442673835e-07	0.00016550907713162
GATD3A	-7.70685958482685	-0.250278849852079	25.1681399023785	5.2543087972209e-07	0.000171307694031359
TIMP3	1.04973208768011	8.76908332174654	25.1286385043413	5.36304440083722e-07	0.000172032624264275
GPC3	1.42621132694046	4.78410126101952	24.4300987424354	7.70553790213996e-07	0.000243250377456761
RN7SL4P	-2.1034258394135	5.40501034042913	24.0544712314742	9.36485500330706e-07	0.000288514013258372
JAG1	1.10017232240194	6.24046217702225	24.0160962278135	9.55336985587382e-07	0.000288514013258372
CYBRD1	1.15062905682599	7.69512919234816	24.0040600887584	9.61327704761942e-07	0.000288514013258372
FBLN1	1.6029033591998	5.59139583079292	23.9828726558523	9.71964948125046e-07	0.000288514013258372
ASCL3	3.06337809131605	0.934465471062262	23.6979610754216	1.12701874262075e-06	0.000329619834606492
LINC00475	2.97920264474393	-0.0731714232004284	23.6433242293884	1.15947441696069e-06	0.000334197495717597
SLC12A2	1.37926029711041	9.87064690321415	23.5658319134726	1.2071209381567e-06	0.00034296030311515
ADGRG2	-1.66141114199311	5.02167927071439	23.4474559889539	1.2837236924951e-06	0.000359587278821727
RN7SL105P	-2.20770204609112	1.09254892221604	23.3460478899386	1.35321260960038e-06	0.00037378739416295
SOD3	1.67918446506239	2.83540568725014	23.2336006168313	1.43468627181273e-06	0.00038643974908819
COL8A1	1.89665321474065	4.28174784920531	23.2293253354906	1.43787919511897e-06	0.00038643974908819
LAMC1	0.98084061466008	7.81464524149821	23.0780417483063	1.55557104481051e-06	0.00041249595918922
CHRDL1	1.7097088397982	6.24836264999863	22.885053149869	1.71984040221707e-06	0.000450055077885435
DSG3	4.01391964739104	2.41511145050948	22.5177248228903	2.08213497500977e-06	0.000537435726898712
RN7SL87P	-2.96509226831147	0.664111694509523	22.454772757346	2.15150219492483e-06	0.000537435726898712
FZD1	1.29728676360885	5.18557345566507	22.4130192993694	2.19878466692316e-06	0.000537435726898712
ZFY-AS1	-4.13602424780736	1.42906770366292	22.4121735342539	2.1997531237784e-06	0.000537435726898712
RN7SL521P	-3.00513264623391	0.998453809335384	22.3995974716289	2.21420413594236e-06	0.000537435726898712
GDF10	1.64803595720299	2.29263752854543	22.3796813808179	2.23728457956582e-06	0.000537435726898712
MAP2K6	1.21564557459284	3.93925288503042	22.3748510796567	2.24291861085042e-06	0.000537435726898712
BRDTP1	-3.63590170405415	0.274667589091442	22.2867023574375	2.34827142248088e-06	0.000555981214884521
ADRB1	-2.10468983903017	4.11586206795773	22.2414400714259	2.40428235190099e-06	0.000558831745209488
SCD5	1.57150608850759	4.59392872303566	22.2016314331389	2.45465131755e-06	0.000558831745209488
AKAP12	1.19271202775473	6.67362002142473	22.1689540611695	2.49678746173827e-06	0.000558831745209488
SELP	1.41846000257911	3.52769085548054	22.167770860107	2.49832669015353e-06	0.000558831745209488
SERPINF1	1.25804165049514	6.12999495625884	22.154594149502	2.51553276597928e-06	0.000558831745209488
PMP22	1.06600206732591	5.11223519377435	22.1223089201247	2.55819482597598e-06	0.000558831745209488
PLP1	1.50416750346122	4.04795177520493	22.1218760992884	2.55877166385594e-06	0.000558831745209488
RN7SL587P	-2.75116147216107	0.483796980078941	22.0962561045225	2.59314996848888e-06	0.000558831745209488
RN7SL827P	-2.7154514146601	0.841262373542046	22.0740837872398	2.62327583151231e-06	0.000558831745209488
SAA1	2.42531998440355	5.97580373176899	22.0609396533609	2.64130048520172e-06	0.000558831745209488
IGFBP2	1.80834004450457	3.85654247603641	21.9265825007496	2.83282579060899e-06	0.000593044624459281
CACNA2D3	-2.00626541252031	3.39889771855866	21.8313546996696	2.97695359261259e-06	0.000616725552602908
RN7SL151P	-2.16577390306419	2.99394880285482	21.7834254528251	3.05225544295267e-06	0.000625806765458172
ETV5	1.94019768523192	4.74003292700792	21.7297649904971	3.13883167715422e-06	0.000633030428249974
OLFML3	1.42461888983116	4.63951775312901	21.7222527438256	3.15114704327974e-06	0.000633030428249974
SPARC	1.58549902690718	8.44914799762938	21.6828290306725	3.21657647511965e-06	0.000639712729371795
RN7SKP230	-2.81523962086869	0.442849504961369	21.1621253878821	4.22022652346486e-06	0.000824843086897365
SFRP1	1.3565773413687	9.14004785126371	21.1575155928469	4.23038992676645e-06	0.000824843086897365
DUSP4	1.66756084623406	5.39416065200795	21.0662676054588	4.43670086890457e-06	0.00085667094059004
CRABP2	2.65398126557353	3.76134371907863	20.9963166302801	4.60167209238726e-06	0.00086457606337666
RGS11	1.84350710819197	2.65684514207536	20.993732907744	4.60788201337478e-06	0.00086457606337666
AC079298.3	2.80672663997152	0.499220191644395	20.9936596280319	4.60805826216442e-06	0.00086457606337666
LSAMP	1.60881840081758	2.80490643397279	20.9612487103942	4.68667842612795e-06	0.000871108976998436
LAMA2	1.385871235709	7.47238063131555	20.910900090153	4.81148913865244e-06	0.000886026814717776
DPYSL2	0.918463040666328	7.06629490037398	20.8673710878238	4.92208015189406e-06	0.000898076422576781
FKBP10	1.47399244409158	4.61940078325628	20.8194847164349	5.04669104333438e-06	0.000912441740634855
ELN	1.71654581937624	5.9053695700081	20.7920259437738	5.11956810272096e-06	0.000917279012855086
NCCRP1	2.89600621529707	0.120697697054276	20.755735342327	5.21750833353463e-06	0.000926480408369077
LOXL4	1.5515963135797	5.17112780481657	20.7281919704342	5.29309511345482e-06	0.000931584739968048
SERPINB2	2.47502696492514	1.10024238863442	20.6691414343948	5.45887115601991e-06	0.000952333592551964
ADGRB2	1.74285374917502	1.77228074155624	20.6424423033934	5.53552635465536e-06	0.000957309114272919
LGR5	2.80804667047894	2.70114551973671	20.5527350263532	5.80108484930022e-06	0.000994585995542093
RN7SL452P	-2.01289086193091	3.03793756829685	20.5013032129596	5.95906648660191e-06	0.00101293943833794
AC051619.7	-3.21856108010339	0.919481554112472	20.4452533569517	6.13615511801412e-06	0.00103420214395818
RN7SL60P	-2.59709408423884	0.389799279044008	20.39469774908	6.30041186590237e-06	0.00105296295116863
OXGR1	2.15645827953595	1.83129171517911	20.2939210841285	6.64112486682878e-06	0.00110065576126242
DNASE1L3	2.1771372563	2.75158297219773	20.1805518770917	7.04657161287587e-06	0.00115820013418905
CPA4	3.14930531573379	1.16761573119167	20.1369182178584	7.2091623864943e-06	0.00117521165198851
FDCSP	2.63285370453277	9.21826164498615	20.0214859625532	7.65768817346723e-06	0.00123817969425948
RN7SL408P	-3.61574527406179	-0.171447682663251	20.0055878658931	7.72161898528714e-06	0.0012384480514467
TCIM	-1.50812960395774	7.25499512687155	19.9066632055261	8.13164174134649e-06	0.00129377672761519
SNORA20	-2.92808224845465	1.61366320572614	19.7935606317907	8.62728382963111e-06	0.00136174143495003
ABCC6	-2.05065302203234	5.07867756667603	19.6875430752469	9.11938934309009e-06	0.00142808200988485
TNFRSF21	1.3632804867331	5.08262643944219	19.6483875116902	9.30818288078661e-06	0.00144625891510222
ZMAT3	1.42745659701988	6.04195979534992	19.6061319256109	9.51632886147265e-06	0.00146713758447262
HES2	4.54188079533446	1.42827427800807	19.5777084338111	9.65896239407956e-06	0.00147767264687272
FBLN2	1.36196817424491	7.08888045427027	19.5524901706871	9.78730772396951e-06	0.00148587767949852
VIT	1.66700062302232	3.54072175408365	19.438661175734	1.03882732469131e-05	0.00155998233968709
RN7SL555P	-2.47048494309286	1.81601899152697	19.4305831912662	1.04323034582855e-05	0.00155998233968709
SNORA22C	-2.28095315501376	2.22795607740569	19.2625304073488	1.13920233372272e-05	0.00168360215121036
IRAK3	1.14164162785135	5.13091105067514	19.2564582633435	1.14283130738837e-05	0.00168360215121036
PXDN	1.05498341815551	5.35006944695291	19.2384910700234	1.15363740865182e-05	0.00168702505759319
RN7SL40P	-2.26195146726075	0.604558522642924	19.2086733863169	1.17179772630731e-05	0.0017010739548029
RN7SL396P	-1.87067620170099	2.56048386597278	19.1666407180036	1.19788616893704e-05	0.00172370983681661
LUM	1.89618664218485	6.59191502114431	19.1557746343482	1.20472479544202e-05	0.00172370983681661
SLITRK2	2.07888016293641	0.727902682074692	19.111108570938	1.2332498960738e-05	0.00175191956665112
ALDH1A2	1.70481738531421	4.14656337502746	19.0361448090382	1.28265680524975e-05	0.00180918287537639
ECM2	1.33685911754563	5.19033209087758	18.9993138530788	1.30765468103245e-05	0.00183145326030798
STOM	1.07767110603357	6.86090540978932	18.9149943773509	1.36674189402099e-05	0.00190082257260765
TMTC1	1.06802942518796	5.95400836399499	18.8075122749603	1.44596467194784e-05	0.00199170436227106
DCN	1.28627098448549	9.09182493892206	18.7994137694295	1.45211752076279e-05	0.00199170436227106
GRIK3	1.82975743674949	3.24681065318132	18.7478694799769	1.49189939881556e-05	0.00201941912293445
NTRK2	2.23730460281217	7.18089200084265	18.7469335311458	1.49263179339986e-05	0.00201941912293445
MDK	1.34156978881727	4.10571912928911	18.6246625827414	1.59148334235245e-05	0.00212180820415875
GJB5	2.12486263863298	0.569842336661258	18.6186268492811	1.5965298683213e-05	0.00212180820415875
SLC9B2	1.31023890520185	2.66604972104327	18.6102568177356	1.603554730679e-05	0.00212180820415875
AMACR	-2.06605200652768	3.59466637337362	18.6014416985956	1.61098671977057e-05	0.00212180820415875
ITGB3	1.63439366836008	2.13217681414943	18.5863393072441	1.62379998399199e-05	0.00212269616661908
CRLF1	2.29054196409361	2.50982535700894	18.5755606783861	1.63300740895374e-05	0.00212269616661908
PEAR1	1.13183252546863	3.66434430755629	18.5366397731258	1.66669355509465e-05	0.00215121384337776
NLGN4X	1.46488786108867	2.19498706368812	18.5253673701298	1.67657957423347e-05	0.00215121384337776
RNF150	-1.4592949554534	7.51702510045303	18.5123241728033	1.68809213054939e-05	0.00215210104438245
LTBP2	1.32804551506444	6.92321508383413	18.468918953723	1.72697858318847e-05	0.00218765287021989
BMP7	2.06668589825977	1.13517742122849	18.4561387790049	1.73859881747568e-05	0.00218843375202255
ACSS3	-1.34850438273323	6.20612835649052	18.4263309971511	1.76600735989458e-05	0.00220289790756365
SOAT1	-1.33477608094016	7.20714292125435	18.4196145378963	1.77224288621372e-05	0.00220289790756365
COL18A1	1.45733772022615	6.92618481758466	18.3882864292828	1.80162118241807e-05	0.0022255057190019
PI3	4.86279105123976	1.73851473114763	18.2354819231971	1.95208174817288e-05	0.00238765566078541
SNORA74B	-2.39471574036354	4.44759182324414	18.230788345856	1.95689799229697e-05	0.00238765566078541
WNT5A	-1.28210008959887	7.31282569901545	18.1558217543335	2.03546215462822e-05	0.00246837020312476
SCML2	-1.3593911249342	3.93037447290212	18.1304641722952	2.06274762613867e-05	0.00248629847203915
HSPA12A	1.09873651556301	3.84730965572394	18.1015734043665	2.0942830375221e-05	0.00250910247290599
HEPACAM	1.78638167184125	1.32069325995146	18.0783911407687	2.11993731677778e-05	0.00252462954228002
PTPN13	1.06787477055258	5.69575024083982	18.0289485521075	2.17571189675171e-05	0.00257562846444036
PURPL	3.37830391818938	0.934356127841124	17.9926975594775	2.2175401101773e-05	0.00260961169888794
SNORD9	-2.62589935916261	0.00990280593243901	17.9542990331062	2.26272780896687e-05	0.00264712533321959
ASPA	1.26782836327815	3.5280814131314	17.8613762585601	2.37594618301816e-05	0.00276332267180498
SAA2	2.80405585712543	5.76069423984138	17.8417138991204	2.40062338933909e-05	0.00277579057948696
EFNB3	2.09904705384937	0.792256112210065	17.8103827264296	2.44047876889098e-05	0.00279646579887296
FAM151A	-2.0415592285718	0.557668050780073	17.8055957923641	2.446626352594e-05	0.00279646579887296
RN7SL471P	2.59351773646441	1.17890679452312	17.7753044288969	2.48589020603926e-05	0.00282510768101193
MCC	1.16083706506456	6.27021897154612	17.7314924387483	2.54380247148203e-05	0.0028744967927747
LINC00958	1.88302345035363	1.83712438501013	17.6879657848436	2.60268008452909e-05	0.00291885917031308
FAM171B	-1.21526397899239	7.37092723400774	17.6690921187774	2.62863390485878e-05	0.00291885917031308
CSN3	2.88225602229875	2.05928465832237	17.6623778765921	2.63792947061491e-05	0.00291885917031308
DSG1	3.09975366993718	4.085395002906	17.6596128296487	2.64176714931795e-05	0.00291885917031308
KCNK2	1.94118334874626	2.0597734254003	17.6211023419953	2.69580374083051e-05	0.00295257678046234
TNNI2	2.93312273119158	3.1589654491042	17.6099508363522	2.7116575415299e-05	0.00295257678046234
ADAM23	1.66572666997624	2.45016099253109	17.606332348042	2.7168219570827e-05	0.00295257678046234
RN7SL359P	-2.43069091688134	2.464953630736	17.5825396092633	2.75102671142449e-05	0.00297350104547882
SVEP1	1.21257655784454	7.05854528730006	17.5301247359042	2.8279136528312e-05	0.00304008360689227
MIR34AHG	1.3662610220526	4.19999327778371	17.5124282030359	2.85435722552215e-05	0.00305201379038626
KIAA1958	-1.10954577199226	4.45351506575051	17.4827919671672	2.89919979135257e-05	0.00308338424868556
MCAM	1.3112738323447	6.8799155907376	17.3345297755127	3.13439418674465e-05	0.00331578891414774
RN7SL674P	-2.10203128757135	5.6427266762471	17.3113603031655	3.17284347972707e-05	0.00333870429231809
RN7SL454P	-3.09786625127584	1.67709545208698	17.2059769590886	3.35379518832099e-05	0.00349325871456818
KRT6B	4.65248613532542	3.59001438474463	17.2053799946773	3.35484922808991e-05	0.00349325871456818
NRP1	1.11709006766168	7.16096916211788	17.1930386319476	3.37671470071481e-05	0.00349771364415709
IGSF1	1.98743616680524	3.00528317105593	17.0188410729326	3.70107354298321e-05	0.00380344245967189
C2orf54	1.96139557322388	0.312845776279517	17.0085250706097	3.72123623578853e-05	0.00380344245967189
GPT	-1.44113486909531	4.68343613576379	17.0044455367741	3.72924014298078e-05	0.00380344245967189
CACNB2	-1.22945156577775	4.4882954579765	16.9932530497683	3.75128840283741e-05	0.00380640937528727
RN7SL107P	-3.80851782221724	-0.302527394664279	16.9675309191536	3.80245673441839e-05	0.00383874413878746
IER5	1.32434975671542	4.87678972813539	16.9565861598072	3.82444107292035e-05	0.0038414385888
PCSK2	1.95772901998695	1.61853265741164	16.9382589673276	3.86154072540112e-05	0.00385921215812952
LINC01819	2.21793651679752	0.709712425328976	16.8623394734084	4.01911751941056e-05	0.00399661046130186
CHEK1	-1.25428114652985	2.83716179700092	16.7885461773261	4.17847522189309e-05	0.00413440374194078
PTCHD4	1.60722993167573	3.16045129264466	16.744022836452	4.27768103168607e-05	0.00420894964598063
SEMA3B	1.26816577139953	4.23645736327987	16.7358521416622	4.29614228748023e-05	0.00420894964598063
RN7SL5P	-2.04524526246182	2.28670083443686	16.6660811210764	4.45708466340544e-05	0.00434522057773566
MCHR1	2.95772869819462	-0.0731956419816622	16.6474539713108	4.50106836428433e-05	0.00436669500628716
ENSG00000267194	1.14848066976471	2.51010389591599	16.6330892191838	4.53528521123255e-05	0.00437853166412587
BPIFB1	2.68833336630161	4.46746941608617	16.566053214752	4.69845571758873e-05	0.00451414914547849
C1QTNF12	2.1729955918779	-0.135981717329593	16.5423980662289	4.75743232015959e-05	0.0045488372107372
RN7SL3	-1.7415513952755	5.79189977795922	16.4307733158707	5.04593671645963e-05	0.00480160714913632
CDH24	1.36498031334613	1.98537357191833	16.407493224285	5.10828908073342e-05	0.00483779301131554
CASQ2	1.30327874840169	2.90618473335109	16.3921785285604	5.14972917905353e-05	0.00485239251866756
CORO2B	1.22016594949558	2.09587842023555	16.3838151992042	5.1725020814437e-05	0.00485239251866756
AC005046.1	2.44640454348671	0.0490690508713557	16.3274352995248	5.32868667499758e-05	0.00497544228133107
RN7SL660P	-2.22063200974054	0.305680325365828	16.2304378839269	5.60857147908133e-05	0.00521230231663409
PTK7	1.50826606713893	6.3675784155638	16.2055919929865	5.68261239178578e-05	0.0052565486161784
CHST3	1.53344864154121	5.56273022675913	16.172831542647	5.78174349034835e-05	0.00531825916211874
SNORA80D	-2.30150715225833	0.143879039541787	16.1659433827189	5.80280690959255e-05	0.00531825916211874
WTIP	1.11403008690394	4.66505130323932	16.1103843336976	5.97554810030776e-05	0.00545145415683123
SFRP4	2.21340230497529	4.61546345904011	16.0852641560124	6.05533917313553e-05	0.00549902216782281
MXRA7	0.779138110710069	5.15640609095065	16.0755812610523	6.08638102437638e-05	0.00550208844603625
PRR4	3.08227022878671	8.21445956190426	16.038488992116	6.20678116197746e-05	0.00558554134612705
PNMA2	1.76001034236802	1.13863194408247	16.0047377072244	6.31841708710836e-05	0.00566039094722572
CALCB	-2.13592396801273	0.698149409685477	15.9910888984633	6.36413341810071e-05	0.00567577961521018
TRIM22	1.10507854588616	7.26938803802103	15.9262560952822	6.58587462373621e-05	0.00584731582664579
CLDN11	1.64771516827665	3.65960107187871	15.9039101990036	6.66408953611948e-05	0.0058904627864153
CDH19	1.91796458826768	5.59072447902718	15.8927132152404	6.70363181845664e-05	0.00589919600024184
GNA14	-1.27861334939513	3.76481234664013	15.8524216259674	6.84788486982741e-05	0.0059995918189924
LOX	1.61407113228613	3.34696485400499	15.8198682350588	6.96671096979123e-05	0.00607692753364947
ADM	1.21887079263491	4.39842487583567	15.7516022421071	7.22267398876211e-05	0.00627268734884283
ISYNA1	1.55301773464416	3.87992469878266	15.7381905092638	7.27406239826171e-05	0.00628985012941865
ETV5-AS1	2.16652937643506	0.18740536737816	15.6624276672909	7.57134056362133e-05	0.00651856368525113
FKBP9	0.698275753536948	5.56668175693784	15.6395553980433	7.66346640366055e-05	0.00656944051017246
MOGAT2	1.77805448985742	0.71747391778066	15.6200488569057	7.74292614518429e-05	0.0066090693208337
ABCC6P1	-3.09762544726093	0.666690080848752	15.6033850926978	7.81146202745407e-05	0.00663781224261331
AARD	2.20668487775761	1.96683222073562	15.5899195034873	7.8672898453345e-05	0.00663781224261331
RN7SL33P	-2.52770652267109	0.181847893290738	15.5876525077072	7.87672812377685e-05	0.00663781224261331
PID1	1.05725148676658	3.65522055586832	15.5634978465876	7.97800231955276e-05	0.00664734889495034
SLC2A13	-0.958937767322551	5.28206293883921	15.5624692092876	7.98234409118503e-05	0.00664734889495034
LINC02009	2.10775403268962	3.25699172230584	15.5610551660195	7.98831650187616e-05	0.00664734889495034
GDF15	1.92465696153936	2.18040426101086	15.5040469467672	8.23288038284275e-05	0.00682231354391569
EDIL3	1.53193057186229	4.33626627665867	15.4904241951147	8.29242833072329e-05	0.00684314583574377
RGS3	0.778053247477274	4.94044558787626	15.4816066323206	8.33120260379381e-05	0.00684673377620873
CFH	1.4177315131935	7.95099283687656	15.4699355491702	8.38280558471583e-05	0.00686079166538389
TSPAN11	1.54050502207317	3.8919685951477	15.4412545848194	8.51098709186275e-05	0.00693715210176091
RBM20	-2.36157187151991	4.58899425434904	15.4134830234428	8.63698340779442e-05	0.007011115347519
TTYH1	1.56245674878774	2.8450766803817	15.3678398145979	8.84815169521024e-05	0.00714597577922606
SNX22	1.75280359987047	4.04911209808776	15.3621196102645	8.87497997520534e-05	0.00714597577922606
ADAM33	1.29397229354949	4.51027809867599	15.3295818195424	9.02914965653376e-05	0.00724079549875578
CDH15	3.05167644762237	0.128463660360737	15.2999266185404	9.17200741995412e-05	0.00732581861719067
DCHS2	2.2225247507665	2.75850120819929	15.2862836154385	9.23849148842399e-05	0.00734940474887106
SSPN	0.907403087106548	5.06387755560346	15.2211232296327	9.5627776566545e-05	0.00753984972346481
HS6ST1	1.03220145751433	4.07392219631323	15.218803048999	9.57453345391752e-05	0.00753984972346481
VPS54	-0.854967249445814	7.26035663873694	15.2145787262795	9.59597443705584e-05	0.00753984972346481
GPR87	2.13110642004381	3.24687219763024	15.207985713769	9.62953454223683e-05	0.00753984972346481
FIBIN	1.64766622694942	2.80955252239654	15.1539043893921	9.90931848998773e-05	0.00772849122074024
SLC26A4	2.11338243220291	1.66081303545542	15.0825503216101	0.000102910195711347	0.00799483582932527
PHLDB1	1.14451604582928	6.52767768524583	15.033248254979	0.000105633676481962	0.00815390076864718
HDGFL3	0.926885197654249	5.28637478174143	15.0306772395214	0.00010577767489496	0.00815390076864718
DLG4	1.12312625937059	3.54564250330916	14.9870495720171	0.000108251532808357	0.0083123802490062
NGFR	2.32449111137504	5.0933640453032	14.9516859745505	0.000110299459250239	0.00841973610633455
GLYATL2	2.021137212073	3.62215018591399	14.9483211978187	0.000110496335667403	0.00841973610633455
PNMA8A	1.57276160078998	3.74516786873974	14.9026944210089	0.000113201186153979	0.00859292057339819
L1CAM	1.42196969596741	3.39919158998563	14.8938991245071	0.000113730201904462	0.00860025192196173
RN7SL210P	-2.16468369368101	1.03366501682026	14.8783092168369	0.000114674019120513	0.00863877610707867
RN7SL711P	-2.84482423416718	3.10212189370442	14.8212251544692	0.000118197695941306	0.00886553525032967
SCGN	2.16165149467634	2.00833993229726	14.8147618592734	0.000118603468962118	0.00886553525032967
PLEKHG1	1.04222305170215	4.46104178896423	14.8081278884186	0.000119021415518806	0.00886553525032967
SCPEP1	0.982416941261884	7.15256480341067	14.7368758766367	0.000123604929243965	0.00913917046533687
H19	1.83662577914304	2.73892422682029	14.7367362777175	0.00012361408161583	0.00913917046533687
ZEB1	0.867857112046569	5.87021306338587	14.6829743506238	0.000127190029915687	0.00932722573724681
ATP1B3-AS1	2.13798732092207	0.538078638699907	14.6813250227567	0.000127301365490953	0.00932722573724681
PCSK5	1.02822247113294	4.34753362728911	14.6774307564596	0.000127564631965564	0.00932722573724681
SRPX2	1.81403289052813	3.59480236305319	14.5547428851509	0.00013614550705513	0.00985935709029753
SNORA63D	-1.72928412691	2.73591424290937	14.5528300608186	0.000136283794449948	0.00985935709029753
ADGRD2	4.51983157790934	0.891641106965755	14.5460711623202	0.000136773561849016	0.00985935709029753
